OLD LGA ID,New LGA-ID,LGA,OLD state id,NEW STATE ID,State,Composite,Wallet,Wallet_ID,Federal Constituency,Federal_Constituency_ID,Senatorial Zone,Senatorial_ID,Geo-Political Zone,Geopolitical_ID,
2,1,Aba North,1,1,ABIA,Aba North_ABIA,Aku,2,ABA NORTH/ABA SOUTH,1,ABIA South,3,South-East,4,
3,2,Aba South,1,1,ABIA,Aba South_ABIA,Aku,2,ABA NORTH/ABA SOUTH,1,ABIA South,3,South-East,4,
4,3,Arochukwu,1,1,ABIA,Arochukwu_ABIA,Eyowo,1,AROCHUKWU/OHAFIA,2,ABIA North,2,South-East,4,
5,4,Bende,1,1,ABIA,Bende_ABIA,Eyowo,1,BENDE,3,ABIA North,2,South-East,4,
6,5,Ikwuano,1,1,ABIA,Ikwuano_ABIA,Eyowo,1,IKWUANO/UMUAHIA NORTH/UMUAHIA SOUTH,4,ABIA Central,1,South-East,4,
7,6,Isiala Ngwa North,1,1,ABIA,Isiala Ngwa North_ABIA,Eyowo,1,ISIALA NGWA NORTH/SOUTH,5,ABIA Central,1,South-East,4,
8,7,Isiala Ngwa South,1,1,ABIA,Isiala Ngwa South_ABIA,Eyowo,1,ISIALA NGWA NORTH/SOUTH,5,ABIA Central,1,South-East,4,
9,8,Isuikwuato,1,1,ABIA,Isuikwuato_ABIA,Eyowo,1,UMU-NNEOCHI/ISUIKWUATO,8,ABIA North,2,South-East,4,
10,9,Obi Ngwa,1,1,ABIA,Obi Ngwa_ABIA,Aku,2,OBINGWA/OSISIOMA/UGWUNAGBO,6,ABIA South,3,South-East,4,
11,10,Ohafia,1,1,ABIA,Ohafia_ABIA,Eyowo,1,AROCHUKWU/OHAFIA,2,ABIA North,2,South-East,4,
12,11,Osisioma,1,1,ABIA,Osisioma_ABIA,Aku,2,OBINGWA/OSISIOMA/UGWUNAGBO,6,ABIA Central,1,South-East,4,
14,12,Ugwunagbo,1,1,ABIA,Ugwunagbo_ABIA,Aku,2,OBINGWA/OSISIOMA/UGWUNAGBO,6,ABIA South,3,South-East,4,
15,13,Ukwa East,1,1,ABIA,Ukwa East_ABIA,Aku,2,UKWA EAST/ UKWA WEST,7,ABIA South,3,South-East,4,
16,14,Ukwa West,1,1,ABIA,Ukwa West_ABIA,Aku,2,UKWA EAST/ UKWA WEST,7,ABIA South,3,South-East,4,
17,15,Umuahia North,1,1,ABIA,Umuahia North_ABIA,Eyowo,1,IKWUANO/UMUAHIA NORTH/UMUAHIA SOUTH,4,ABIA Central,1,South-East,4,
18,16,Umuahia South,1,1,ABIA,Umuahia South_ABIA,Eyowo,1,IKWUANO/UMUAHIA NORTH/UMUAHIA SOUTH,4,ABIA Central,1,South-East,4,
19,17,Umunneochi,1,1,ABIA,Umunneochi_ABIA,Eyowo,1,UMU-NNEOCHI/ISUIKWUATO,8,ABIA North,2,South-East,4,
26,18,Demsa,3,2,ADAMAWA,Demsa_ADAMAWA,Aku,2,LAMURDE/NUMAN/DEMSA,13,ADAMAWA South,6,North-East,2,
27,19,Fufure,3,2,ADAMAWA,Fufure_ADAMAWA,Aku,2,SONG/FUFORE,18,ADAMAWA Central,4,North-East,2,
28,20,Ganye,3,2,ADAMAWA,Ganye_ADAMAWA,Aku,2,MAYO BELWA/TOUNGO/JADA/GANYE,16,ADAMAWA South,6,North-East,2,
31,21,Gayuk,3,2,ADAMAWA,Gayuk_ADAMAWA,Aku,2,SHELLENG/GUYUK,17,ADAMAWA South,6,North-East,2,
29,22,Girei,3,2,ADAMAWA,Girei_ADAMAWA,Aku,2,GIREI/YOLA NORTH/YOLA SOUTH,11,ADAMAWA Central,4,North-East,2,
30,23,Gombi,3,2,ADAMAWA,Gombi_ADAMAWA,Aku,2,HONG/GOMBI,12,ADAMAWA Central,4,North-East,2,
32,24,Hong,3,2,ADAMAWA,Hong_ADAMAWA,Aku,2,HONG/GOMBI,12,ADAMAWA Central,4,North-East,2,
33,25,Jada,3,2,ADAMAWA,Jada_ADAMAWA,Aku,2,MAYO BELWA/TOUNGO/JADA/GANYE,16,ADAMAWA South,6,North-East,2,
34,26,Lamurde,3,2,ADAMAWA,Lamurde_ADAMAWA,Aku,2,LAMURDE/NUMAN/DEMSA,13,ADAMAWA South,6,North-East,2,
35,27,Madagali,3,2,ADAMAWA,Madagali_ADAMAWA,Aku,2,MADAGALI/MICHIKA,14,ADAMAWA North,5,North-East,2,
36,28,Maiha,3,2,ADAMAWA,Maiha_ADAMAWA,Aku,2,MAIHA/MUBI NORTH/ MUBI SOUTH,15,ADAMAWA North,5,North-East,2,
37,29,Mayo Belwa,3,2,ADAMAWA,Mayo Belwa_ADAMAWA,Aku,2,MAYO BELWA/TOUNGO/JADA/GANYE,16,ADAMAWA South,6,North-East,2,
38,30,Michika,3,2,ADAMAWA,Michika_ADAMAWA,Aku,2,MADAGALI/MICHIKA,14,ADAMAWA North,5,North-East,2,
39,31,Mubi North,3,2,ADAMAWA,Mubi North_ADAMAWA,Aku,2,MAIHA/MUBI NORTH/ MUBI SOUTH,15,ADAMAWA North,5,North-East,2,
40,32,Mubi South,3,2,ADAMAWA,Mubi South_ADAMAWA,Aku,2,MAIHA/MUBI NORTH/ MUBI SOUTH,15,ADAMAWA North,5,North-East,2,
41,33,Numan,3,2,ADAMAWA,Numan_ADAMAWA,Aku,2,LAMURDE/NUMAN/DEMSA,13,ADAMAWA South,6,North-East,2,
42,34,Shelleng,3,2,ADAMAWA,Shelleng_ADAMAWA,Aku,2,SHELLENG/GUYUK,17,ADAMAWA South,6,North-East,2,
43,35,Song,3,2,ADAMAWA,Song_ADAMAWA,Aku,2,SONG/FUFORE,18,ADAMAWA Central,4,North-East,2,
44,36,Toungo,3,2,ADAMAWA,Toungo_ADAMAWA,Aku,2,MAYO BELWA/TOUNGO/JADA/GANYE,16,ADAMAWA South,6,North-East,2,
45,37,Yola North,3,2,ADAMAWA,Yola North_ADAMAWA,Aku,2,GIREI/YOLA NORTH/YOLA SOUTH,11,ADAMAWA Central,4,North-East,2,
46,38,Yola South,3,2,ADAMAWA,Yola South_ADAMAWA,Aku,2,GIREI/YOLA NORTH/YOLA SOUTH,11,ADAMAWA Central,4,North-East,2,
47,39,Abak,4,3,AKWA IBOM,Abak_AKWA IBOM,Eyowo,1,ABAK/ETIM EKPO/IKA,19,AKWA IBOM North-West,8,South-South,5,
48,40,Eastern Obolo,4,3,AKWA IBOM,Eastern Obolo_AKWA IBOM,Eyowo,1,IKOT ABASI/MKPAT ENIN/EASTERN OBOLO,21,AKWA IBOM South,9,South-South,5,
49,41,Eket,4,3,AKWA IBOM,Eket_AKWA IBOM,Eyowo,1,EKET/ESIT EKET/ONNA/IBENO,20,AKWA IBOM South,9,South-South,5,
50,42,Esit Eket,4,3,AKWA IBOM,Esit Eket_AKWA IBOM,Eyowo,1,EKET/ESIT EKET/ONNA/IBENO,20,AKWA IBOM South,9,South-South,5,
51,43,Essien Udim,4,3,AKWA IBOM,Essien Udim_AKWA IBOM,Eyowo,1,IKOT EKPENE/ESSIEN UDIM/OBOT AKARA,22,AKWA IBOM North-West,8,South-South,5,
52,44,Etim Ekpo,4,3,AKWA IBOM,Etim Ekpo_AKWA IBOM,Eyowo,1,ABAK/ETIM EKPO/IKA,19,AKWA IBOM North-West,8,South-South,5,
53,45,Etinan,4,3,AKWA IBOM,Etinan_AKWA IBOM,Eyowo,1,NSIT IBOM/NSIT UBIUM/ETINAN,25,AKWA IBOM North-East,7,South-South,5,
54,46,Ibeno,4,3,AKWA IBOM,Ibeno_AKWA IBOM,Eyowo,1,EKET/ESIT EKET/ONNA/IBENO,20,AKWA IBOM South,9,South-South,5,
55,47,Ibesikpo Asutan,4,3,AKWA IBOM,Ibesikpo Asutan_AKWA IBOM,Eyowo,1,URUAN/UYO/NSIT ATAI/IBESIKPO ASUTAN,28,AKWA IBOM North-East,7,South-South,5,
56,48,Ibiono-Ibom,4,3,AKWA IBOM,Ibiono-Ibom_AKWA IBOM,Eyowo,1,ITU/IBIONO IBOM,24,AKWA IBOM North-East,7,South-South,5,
57,49,Ika,4,3,AKWA IBOM,Ika_AKWA IBOM,Eyowo,1,ABAK/ETIM EKPO/IKA,19,AKWA IBOM North-West,8,South-South,5,
58,50,Ikono,4,3,AKWA IBOM,Ikono_AKWA IBOM,Eyowo,1,INI/IKONO,23,AKWA IBOM North-West,8,South-South,5,
59,51,Ikot Abasi,4,3,AKWA IBOM,Ikot Abasi_AKWA IBOM,Eyowo,1,IKOT ABASI/MKPAT ENIN/EASTERN OBOLO,21,AKWA IBOM South,9,South-South,5,
60,52,Ikot Ekpene,4,3,AKWA IBOM,Ikot Ekpene_AKWA IBOM,Eyowo,1,IKOT EKPENE/ESSIEN UDIM/OBOT AKARA,22,AKWA IBOM North-West,8,South-South,5,
61,53,Ini,4,3,AKWA IBOM,Ini_AKWA IBOM,Eyowo,1,INI/IKONO,23,AKWA IBOM North-West,8,South-South,5,
62,54,Itu,4,3,AKWA IBOM,Itu_AKWA IBOM,Eyowo,1,ITU/IBIONO IBOM,24,AKWA IBOM North-East,7,South-South,5,
63,55,Mbo,4,3,AKWA IBOM,Mbo_AKWA IBOM,Eyowo,1,ORON/MBO/OKOBO/URUE OFFONG/ORUKO/UDUNG-UKO,26,AKWA IBOM South,9,South-South,5,
64,56,Mkpat-Enin,4,3,AKWA IBOM,Mkpat-Enin_AKWA IBOM,Eyowo,1,IKOT ABASI/MKPAT ENIN/EASTERN OBOLO,21,AKWA IBOM South,9,South-South,5,
65,57,Nsit-Atai,4,3,AKWA IBOM,Nsit-Atai_AKWA IBOM,Eyowo,1,URUAN/UYO/NSIT ATAI/IBESIKPO ASUTAN,28,AKWA IBOM North-East,7,South-South,5,
66,58,Nsit-Ibom,4,3,AKWA IBOM,Nsit-Ibom_AKWA IBOM,Eyowo,1,NSIT IBOM/NSIT UBIUM/ETINAN,25,AKWA IBOM North-East,7,South-South,5,
67,59,Nsit-Ubium,4,3,AKWA IBOM,Nsit-Ubium_AKWA IBOM,Eyowo,1,NSIT IBOM/NSIT UBIUM/ETINAN,25,AKWA IBOM North-East,7,South-South,5,
68,60,Obot Akara,4,3,AKWA IBOM,Obot Akara_AKWA IBOM,Eyowo,1,IKOT EKPENE/ESSIEN UDIM/OBOT AKARA,22,AKWA IBOM North-West,8,South-South,5,
69,61,Okobo,4,3,AKWA IBOM,Okobo_AKWA IBOM,Eyowo,1,ORON/MBO/OKOBO/URUE OFFONG/ORUKO/UDUNG-UKO,26,AKWA IBOM South,9,South-South,5,
70,62,Onna,4,3,AKWA IBOM,Onna_AKWA IBOM,Eyowo,1,EKET/ESIT EKET/ONNA/IBENO,20,AKWA IBOM South,9,South-South,5,
71,63,Oron,4,3,AKWA IBOM,Oron_AKWA IBOM,Eyowo,1,ORON/MBO/OKOBO/URUE OFFONG/ORUKO/UDUNG-UKO,26,AKWA IBOM South,9,South-South,5,
72,64,Oruk Anam,4,3,AKWA IBOM,Oruk Anam_AKWA IBOM,Eyowo,1,UKANAFUN/ORUKANAM,27,AKWA IBOM North-West,8,South-South,5,
73,65,Udung-Uko,4,3,AKWA IBOM,Udung-Uko_AKWA IBOM,Eyowo,1,ORON/MBO/OKOBO/URUE OFFONG/ORUKO/UDUNG-UKO,26,AKWA IBOM South,9,South-South,5,
74,66,Ukanafun,4,3,AKWA IBOM,Ukanafun_AKWA IBOM,Eyowo,1,UKANAFUN/ORUKANAM,27,AKWA IBOM North-West,8,South-South,5,
75,67,Uruan,4,3,AKWA IBOM,Uruan_AKWA IBOM,Eyowo,1,URUAN/UYO/NSIT ATAI/IBESIKPO ASUTAN,28,AKWA IBOM North-East,7,South-South,5,
76,68,Urue-Offong/Oruko,4,3,AKWA IBOM,Urue-Offong/Oruko_AKWA IBOM,Eyowo,1,ORON/MBO/OKOBO/URUE OFFONG/ORUKO/UDUNG-UKO,26,AKWA IBOM South,9,South-South,5,
77,69,Uyo,4,3,AKWA IBOM,Uyo_AKWA IBOM,Eyowo,1,URUAN/UYO/NSIT ATAI/IBESIKPO ASUTAN,28,AKWA IBOM North-East,7,South-South,5,
78,70,Aguata,5,4,ANAMBRA,Aguata_ANAMBRA,Aku,2,AGUTA,29,ANAMBRA South,12,South-East,4,
79,71,Anambra East,5,4,ANAMBRA,Anambra East_ANAMBRA,Aku,2,ANAMBRA EAST/ANAMBRA WEST,31,ANAMBRA North,11,South-East,4,
80,72,Anambra West,5,4,ANAMBRA,Anambra West_ANAMBRA,Aku,2,ANAMBRA EAST/ANAMBRA WEST,31,ANAMBRA North,11,South-East,4,
81,73,Anaocha,5,4,ANAMBRA,Anaocha_ANAMBRA,Aku,2,ANAOCHA/NJIKOKA/DUNUKOFIA,32,ANAMBRA Central,10,South-East,4,
82,74,Awka North,5,4,ANAMBRA,Awka North_ANAMBRA,Aku,2,AWKA NORTH/AWKA SOUTH,33,ANAMBRA Central,10,South-East,4,
83,75,Awka South,5,4,ANAMBRA,Awka South_ANAMBRA,Aku,2,AKWA NORTH/AWKA SOUTH,30,ANAMBRA Central,10,South-East,4,
84,76,Ayamelum,5,4,ANAMBRA,Ayamelum_ANAMBRA,Aku,2,OYI/AYAMELUM,40,ANAMBRA North,11,South-East,4,
85,77,Dunukofia,5,4,ANAMBRA,Dunukofia_ANAMBRA,Aku,2,ANAOCHA/NJIKOKA/DUNUKOFIA,32,ANAMBRA Central,10,South-East,4,
86,78,Ekwusigo,5,4,ANAMBRA,Ekwusigo_ANAMBRA,Aku,2,NNEWI NORTH/NNEWI SOUTH/EKWUSIGO,36,ANAMBRA South,12,South-East,4,
87,79,Idemili North,5,4,ANAMBRA,Idemili North_ANAMBRA,Aku,2,IDEMILI NORTH/IDEMILI SOUTH,34,ANAMBRA Central,10,South-East,4,
88,80,Idemili South,5,4,ANAMBRA,Idemili South_ANAMBRA,Aku,2,IDEMILI NORTH/IDEMILI SOUTH,34,ANAMBRA Central,10,South-East,4,
89,81,Ihiala,5,4,ANAMBRA,Ihiala_ANAMBRA,Aku,2,IHIALA,35,ANAMBRA South,12,South-East,4,
90,82,Njikoka,5,4,ANAMBRA,Njikoka_ANAMBRA,Aku,2,ANAOCHA/NJIKOKA/DUNUKOFIA,32,ANAMBRA Central,10,South-East,4,
91,83,Nnewi North,5,4,ANAMBRA,Nnewi North_ANAMBRA,Aku,2,NNEWI NORTH/NNEWI SOUTH/EKWUSIGO,36,ANAMBRA South,12,South-East,4,
92,84,Nnewi South,5,4,ANAMBRA,Nnewi South_ANAMBRA,Aku,2,NNEWI NORTH/NNEWI SOUTH/EKWUSIGO,36,ANAMBRA South,12,South-East,4,
93,85,Ogbaru,5,4,ANAMBRA,Ogbaru_ANAMBRA,Aku,2,OGBARU,37,ANAMBRA North,11,South-East,4,
94,86,Onitsha North,5,4,ANAMBRA,Onitsha North_ANAMBRA,Aku,2,ONITSHA NORTH/ONITSHA SOUTH,38,ANAMBRA North,11,South-East,4,
95,87,Onitsha South,5,4,ANAMBRA,Onitsha South_ANAMBRA,Aku,2,ONITSHA NORTH/ONITSHA SOUTH,38,ANAMBRA North,11,South-East,4,
96,88,Orumba North,5,4,ANAMBRA,Orumba North_ANAMBRA,Aku,2,ORUMBA NORTH/ORUMBA SOUTH,39,ANAMBRA South,12,South-East,4,
97,89,Orumba South,5,4,ANAMBRA,Orumba South_ANAMBRA,Aku,2,ORUMBA NORTH/ORUMBA SOUTH,39,ANAMBRA South,12,South-East,4,
98,90,Oyi,5,4,ANAMBRA,Oyi_ANAMBRA,Aku,2,OYI/AYAMELUM,40,ANAMBRA North,11,South-East,4,
99,91,Alkaleri,6,5,BAUCHI,Alkaleri_BAUCHI,Aku,2,ALKALERI/KIRFI,41,BAUCHI South,15,North-East,2,
100,92,Bauchi,6,5,BAUCHI,Bauchi_BAUCHI,Aku,2,BAUCHI,42,BAUCHI South,15,North-East,2,
101,93,Bogoro,6,5,BAUCHI,Bogoro_BAUCHI,Aku,2,BOGORO/DASS/TAFAWA BALEWA,43,BAUCHI South,15,North-East,2,
102,94,Damban,6,5,BAUCHI,Damban_BAUCHI,Aku,2,MISAU/DAMBAM,48,BAUCHI Central,13,North-East,2,
103,95,Darazo,6,5,BAUCHI,Darazo_BAUCHI,Aku,2,DARAZO/GANJUWA,44,BAUCHI Central,13,North-East,2,
104,96,Dass,6,5,BAUCHI,Dass_BAUCHI,Aku,2,BOGORO/DASS/TAFAWA BALEWA,43,BAUCHI South,15,North-East,2,
771,97,Gamawa,6,5,BAUCHI,Gamawa_BAUCHI,Aku,2,GAMAWA,45,BAUCHI North,14,North-East,2,
105,98,Ganjuwa,6,5,BAUCHI,Ganjuwa_BAUCHI,Aku,2,DARAZO/GANJUWA,44,BAUCHI Central,13,North-East,2,
106,99,Giade,6,5,BAUCHI,Giade_BAUCHI,Aku,2,SHIRA/GAIDE,50,BAUCHI North,14,North-East,2,
107,100,Itas/Gadau,6,5,BAUCHI,Itas/Gadau_BAUCHI,Aku,2,JAMA'ARE/ITAS-GADAU,46,BAUCHI North,14,North-East,2,
108,101,Jama'are,6,5,BAUCHI,Jama'are_BAUCHI,Aku,2,JAMA'ARE/ITAS-GADAU,46,BAUCHI North,14,North-East,2,
109,102,Katagum,6,5,BAUCHI,Katagum_BAUCHI,Aku,2,KATAGUM,47,BAUCHI North,14,North-East,2,
110,103,Kirfi,6,5,BAUCHI,Kirfi_BAUCHI,Aku,2,ALKALERI/KIRFI,41,BAUCHI South,15,North-East,2,
111,104,Misau,6,5,BAUCHI,Misau_BAUCHI,Aku,2,MISAU/DAMBAM,48,BAUCHI Central,13,North-East,2,
112,105,Ningi,6,5,BAUCHI,Ningi_BAUCHI,Aku,2,NINGI/WARJI,49,BAUCHI Central,13,North-East,2,
113,106,Shira,6,5,BAUCHI,Shira_BAUCHI,Aku,2,SHIRA/GAIDE,50,BAUCHI North,14,North-East,2,
114,107,Tafawa Balewa,6,5,BAUCHI,Tafawa Balewa_BAUCHI,Aku,2,BOGORO/DASS/TAFAWA BALEWA,43,BAUCHI South,15,North-East,2,
115,108,Toro,6,5,BAUCHI,Toro_BAUCHI,Aku,2,TORO,51,BAUCHI South,15,North-East,2,
116,109,Warji,6,5,BAUCHI,Warji_BAUCHI,Aku,2,NINGI/WARJI,49,BAUCHI Central,13,North-East,2,
117,110,Zaki,6,5,BAUCHI,Zaki_BAUCHI,Aku,2,ZAKI,52,BAUCHI North,14,North-East,2,
118,111,Brass,7,6,BAYELSA,Brass_BAYELSA,Eyowo,1,BRASS/NEMBE,53,BAYELSA East,17,South-South,5,
119,112,Ekeremor,7,6,BAYELSA,Ekeremor_BAYELSA,Eyowo,1,SAGBAMA/EKEREMOR,55,BAYELSA West,18,South-South,5,
120,113,Kolokuma/Opokuma,7,6,BAYELSA,Kolokuma/Opokuma_BAYELSA,Eyowo,1,YENAGOA/KOLOKUNA/OPOKUMA,57,BAYELSA Central,16,South-South,5,
121,114,Nembe,7,6,BAYELSA,Nembe_BAYELSA,Eyowo,1,BRASS/NEMBE,53,BAYELSA East,17,South-South,5,
122,115,Ogbia,7,6,BAYELSA,Ogbia_BAYELSA,Eyowo,1,OGBIA,54,BAYELSA East,17,South-South,5,
123,116,Sagbama,7,6,BAYELSA,Sagbama_BAYELSA,Eyowo,1,SAGBAMA/EKEREMOR,55,BAYELSA West,18,South-South,5,
124,117,Southern Ijaw,7,6,BAYELSA,Southern Ijaw_BAYELSA,Eyowo,1,SOUTHERN IJAW,56,BAYELSA Central,16,South-South,5,
125,118,Yenagoa,7,6,BAYELSA,Yenagoa_BAYELSA,Eyowo,1,YENAGOA/KOLOKUNA/OPOKUMA,57,BAYELSA Central,16,South-South,5,
126,119,Ado,8,7,BENUE,Ado_BENUE,Eyowo,1,ADO/OBADIGBO/OPKOKWU,58,BENUE South,21,North-Central,1,
127,120,Agatu,8,7,BENUE,Agatu_BENUE,Eyowo,1,APA/AGATU,59,BENUE South,21,North-Central,1,
128,121,Apa,8,7,BENUE,Apa_BENUE,Eyowo,1,APA/AGATU,59,BENUE South,21,North-Central,1,
129,122,Buruku,8,7,BENUE,Buruku_BENUE,Eyowo,1,BURUKU,60,BENUE North-West,20,North-Central,1,
130,123,Gboko,8,7,BENUE,Gboko_BENUE,Eyowo,1,GBOKO/TARKA,61,BENUE North-West,20,North-Central,1,
131,124,Guma,8,7,BENUE,Guma_BENUE,Eyowo,1,MAKURDI/GUMA,65,BENUE North-West,20,North-Central,1,
132,125,Gwer East,8,7,BENUE,Gwer East_BENUE,Eyowo,1,GWER EAST/GWER WEST,62,BENUE North-West,20,North-Central,1,
133,126,Gwer West,8,7,BENUE,Gwer West_BENUE,Eyowo,1,GWER EAST/GWER WEST,62,BENUE North-West,20,North-Central,1,
134,127,Katsina-Ala,8,7,BENUE,Katsina-Ala_BENUE,Eyowo,1,KATSINA-ALA/UKUM/LOGO,63,BENUE North-East,19,North-Central,1,
135,128,Konshisha,8,7,BENUE,Konshisha_BENUE,Eyowo,1,VANDEIKYA/KONSHISHA,68,BENUE North-East,19,North-Central,1,
136,129,Kwande,8,7,BENUE,Kwande_BENUE,Eyowo,1,KWANDE/USHONGO,64,BENUE North-East,19,North-Central,1,
137,130,Logo,8,7,BENUE,Logo_BENUE,Eyowo,1,KATSINA-ALA/UKUM/LOGO,63,BENUE North-East,19,North-Central,1,
138,131,Makurdi,8,7,BENUE,Makurdi_BENUE,Eyowo,1,MAKURDI/GUMA,65,BENUE North-West,20,North-Central,1,
139,132,Obi,8,7,BENUE,Obi_BENUE,Eyowo,1,OJU/OBI,66,BENUE South,21,North-Central,1,
140,133,Ogbadibo,8,7,BENUE,Ogbadibo_BENUE,Eyowo,1,ADO/OBADIGBO/OPKOKWU,58,BENUE South,21,North-Central,1,
143,134,Ohimini,8,7,BENUE,Ohimini_BENUE,Eyowo,1,OTUKPO/OHIMINI,67,BENUE South,21,North-Central,1,
141,135,Oju,8,7,BENUE,Oju_BENUE,Eyowo,1,OJU/OBI,66,BENUE South,21,North-Central,1,
142,136,Okpokwu,8,7,BENUE,Okpokwu_BENUE,Eyowo,1,ADO/OBADIGBO/OPKOKWU,58,BENUE South,21,North-Central,1,
144,137,Otukpo,8,7,BENUE,Otukpo_BENUE,Eyowo,1,OTUKPO/OHIMINI,67,BENUE South,21,North-Central,1,
145,138,Tarka,8,7,BENUE,Tarka_BENUE,Eyowo,1,GBOKO/TARKA,61,BENUE North-West,20,North-Central,1,
146,139,Ukum,8,7,BENUE,Ukum_BENUE,Eyowo,1,KATSINA-ALA/UKUM/LOGO,63,BENUE North-East,19,North-Central,1,
147,140,Ushongo,8,7,BENUE,Ushongo_BENUE,Eyowo,1,KWANDE/USHONGO,64,BENUE North-East,19,North-Central,1,
148,141,Vandeikya,8,7,BENUE,Vandeikya_BENUE,Eyowo,1,VANDEIKYA/KONSHISHA,68,BENUE North-East,19,North-Central,1,
149,142,Abadam,9,8,BORNO,Abadam_BORNO,Aku,2,KUKAWA/MOBBAR/ABADAM/GUZAMALI,76,BORNO North,23,North-East,2,
150,143,Askira/Uba,9,8,BORNO,Askira/Uba_BORNO,Aku,2,ASKIRA-UBA/HAWUL,69,BORNO South,24,North-East,2,
151,144,Bama,9,8,BORNO,Bama_BORNO,Eyowo,1,BAMA/NGALA/KALA-BALGE,70,BORNO Central,22,North-East,2,
152,145,Bayo,9,8,BORNO,Bayo_BORNO,Aku,2,BIU/BAYO/SHANI/KWAYA-KUSAR,71,BORNO South,24,North-East,2,
153,146,Biu,9,8,BORNO,Biu_BORNO,Aku,2,BIU/BAYO/SHANI/KWAYA-KUSAR,71,BORNO South,24,North-East,2,
154,147,Chibok,9,8,BORNO,Chibok_BORNO,Aku,2,DAMBOA/GWOZA/CHIBOK,72,BORNO South,24,North-East,2,
155,148,Damboa,9,8,BORNO,Damboa_BORNO,Aku,2,DAMBOA/GWOZA/CHIBOK,72,BORNO South,24,North-East,2,
156,149,Dikwa,9,8,BORNO,Dikwa_BORNO,Eyowo,1,DIKWA/MAFA/KONDUGA,73,BORNO Central,22,North-East,2,
157,150,Gubio,9,8,BORNO,Gubio_BORNO,Aku,2,KAGA/GUBIO/MAGUMERI,75,BORNO North,23,North-East,2,
158,151,Guzamala,9,8,BORNO,Guzamala_BORNO,Aku,2,KUKAWA/MOBBAR/ABADAM/GUZAMALI,76,BORNO North,23,North-East,2,
159,152,Gwoza,9,8,BORNO,Gwoza_BORNO,Aku,2,DAMBOA/GWOZA/CHIBOK,72,BORNO South,24,North-East,2,
