OLD LGA ID,New LGA-ID,LGA,OLD state id,NEW STATE ID,State,Composite,Wallet,Wallet_ID,Federal Constituency,Federal_Constituency_ID,Senatorial Zone,Senatorial_ID,Geo-Political Zone,Geopolitical_ID,
615,619,Ilesa East,30,29,OSUN,Ilesa East_OSUN,Eyowo,1,ATAKUNMOSA EAST/ATAKUNMOSA WEST/ILESHA EAST/ILESHA WEST,285,OSUN East,87,South-West,6,
616,620,Ilesa West,30,29,OSUN,Ilesa West_OSUN,Eyowo,1,ATAKUNMOSA EAST/ATAKUNMOSA WEST/ILESHA EAST/ILESHA WEST,285,OSUN East,87,South-West,6,
613,621,Irepodun,30,29,OSUN,Irepodun_OSUN,Eyowo,1,IREPODUN/OLORUNDA/OSOGBO/OROLU,291,OSUN Central,86,South-West,6,
618,622,Irewole,30,29,OSUN,Irewole_OSUN,Eyowo,1,AYEDAADE/IREWOLE/ISOKAN,286,OSUN West,88,South-West,6,
619,623,Isokan,30,29,OSUN,Isokan_OSUN,Eyowo,1,AYEDAADE/IREWOLE/ISOKAN,286,OSUN West,88,South-West,6,
620,624,Iwo,30,29,OSUN,Iwo_OSUN,Eyowo,1,AYEDIRE/IWO/OLA-OLUWA,287,OSUN West,88,South-West,6,
621,625,Obokun,30,29,OSUN,Obokun_OSUN,Eyowo,1,OBOKUN/ORIADE,292,OSUN East,87,South-West,6,
622,626,Odo Otin,30,29,OSUN,Odo Otin_OSUN,Eyowo,1,ODO-OTIN/IFELODUN/BORIPE,293,OSUN Central,86,South-West,6,
623,627,Ola Oluwa,30,29,OSUN,Ola Oluwa_OSUN,Eyowo,1,AYEDIRE/IWO/OLA-OLUWA,287,OSUN West,88,South-West,6,
624,628,Olorunda,30,29,OSUN,Olorunda_OSUN,Eyowo,1,IREPODUN/OLORUNDA/OSOGBO/OROLU,291,OSUN Central,86,South-West,6,
625,629,Oriade,30,29,OSUN,Oriade_OSUN,Eyowo,1,OBOKUN/ORIADE,292,OSUN East,87,South-West,6,
626,630,Orolu,30,29,OSUN,Orolu_OSUN,Eyowo,1,IREPODUN/OLORUNDA/OSOGBO/OROLU,291,OSUN Central,86,South-West,6,
627,631,Osogbo,30,29,OSUN,Osogbo_OSUN,Eyowo,1,IREPODUN/OLORUNDA/OSOGBO/OROLU,291,OSUN Central,86,South-West,6,
628,632,Afijio,31,30,OYO,Afijio_OYO,Eyowo,1,AFIJIO/OYO EAST/OYO WEST/ATIBA,294,OYO Central,89,South-West,6,
629,633,Akinyele,31,30,OYO,Akinyele_OYO,Eyowo,1,AKINYELE/LAGELU,295,OYO Central,89,South-West,6,
630,634,Atiba,31,30,OYO,Atiba_OYO,Eyowo,1,AFIJIO/OYO EAST/OYO WEST/ATIBA,294,OYO Central,89,South-West,6,
631,635,Atisbo,31,30,OYO,Atisbo_OYO,Eyowo,1,SAKI EAST/SAKI WEST/ATISBO,307,OYO North,90,South-West,6,
632,636,Egbeda,31,30,OYO,Egbeda_OYO,Eyowo,1,EGBEDA/ONA-ARA,296,OYO Central,89,South-West,6,
634,637,Ibadan North,31,30,OYO,Ibadan North_OYO,Eyowo,1,IBADAN NORTH,297,OYO South,91,South-West,6,
633,638,Ibadan North-East,31,30,OYO,Ibadan North-East_OYO,Eyowo,1,IBADAN NORTH-EAST/IBADAN SOUTH-EAST,298,OYO South,91,South-West,6,
635,639,Ibadan North-West,31,30,OYO,Ibadan North-West_OYO,Eyowo,1,IBADAN SOUTH-WEST/IBADAN NORTH-WEST,299,OYO South,91,South-West,6,
636,640,Ibadan South-East,31,30,OYO,Ibadan South-East_OYO,Eyowo,1,IBADAN NORTH-EAST/IBADAN SOUTH-EAST,298,OYO South,91,South-West,6,
637,641,Ibadan South-West,31,30,OYO,Ibadan South-West_OYO,Eyowo,1,IBADAN SOUTH-WEST/IBADAN NORTH-WEST,299,OYO South,91,South-West,6,
638,642,Ibarapa Central,31,30,OYO,Ibarapa Central_OYO,Eyowo,1,IBARAPA CENTRAL/IBARAPA NORTH,300,OYO South,91,South-West,6,
639,643,Ibarapa East,31,30,OYO,Ibarapa East_OYO,Eyowo,1,IBARAPA EAST/IDO,301,OYO South,91,South-West,6,
640,644,Ibarapa North,31,30,OYO,Ibarapa North_OYO,Eyowo,1,IBARAPA CENTRAL/IBARAPA NORTH,300,OYO South,91,South-West,6,
641,645,Ido,31,30,OYO,Ido_OYO,Eyowo,1,IBARAPA EAST/IDO,301,OYO South,91,South-West,6,
642,646,Irepo,31,30,OYO,Irepo_OYO,Eyowo,1,IREPO/ORELOPE/OLORUNSOGO,302,OYO North,90,South-West,6,
643,647,Iseyin,31,30,OYO,Iseyin_OYO,Eyowo,1,ISEYIN/ITESIWAJU/KAJOLA/IWAJOWA,303,OYO North,90,South-West,6,
644,648,Itesiwaju,31,30,OYO,Itesiwaju_OYO,Eyowo,1,ISEYIN/ITESIWAJU/KAJOLA/IWAJOWA,303,OYO North,90,South-West,6,
645,649,Iwajowa,31,30,OYO,Iwajowa_OYO,Eyowo,1,ISEYIN/ITESIWAJU/KAJOLA/IWAJOWA,303,OYO North,90,South-West,6,
646,650,Kajola,31,30,OYO,Kajola_OYO,Eyowo,1,ISEYIN/ITESIWAJU/KAJOLA/IWAJOWA,303,OYO North,90,South-West,6,
781,651,Lagelu,31,30,OYO,Lagelu_OYO,Eyowo,1,AKINYELE/LAGELU,295,OYO Central,89,South-West,6,
647,652,Ogbomosho North,31,30,OYO,Ogbomosho North_OYO,Eyowo,1,OGBOMOSO NORTH/OGBOMOSO SOUTH/ORI IRE,304,OYO North,90,South-West,6,
648,653,Ogbomosho South,31,30,OYO,Ogbomosho South_OYO,Eyowo,1,OGBOMOSO NORTH/OGBOMOSO SOUTH/ORI IRE,304,OYO North,90,South-West,6,
649,654,Ogo Oluwa,31,30,OYO,Ogo Oluwa_OYO,Eyowo,1,OGO-OLUWA/SURULERE,305,OYO Central,89,South-West,6,
650,655,Olorunsogo,31,30,OYO,Olorunsogo_OYO,Eyowo,1,IREPO/ORELOPE/OLORUNSOGO,302,OYO North,90,South-West,6,
651,656,Oluyole,31,30,OYO,Oluyole_OYO,Eyowo,1,OLUYOLE,306,OYO Central,89,South-West,6,
652,657,Ona Ara,31,30,OYO,Ona Ara_OYO,Eyowo,1,EGBEDA/ONA-ARA,296,OYO Central,89,South-West,6,
653,658,Orelope,31,30,OYO,Orelope_OYO,Eyowo,1,IREPO/ORELOPE/OLORUNSOGO,302,OYO North,90,South-West,6,
654,659,Ori Ire,31,30,OYO,Ori Ire_OYO,Eyowo,1,OGBOMOSO NORTH/OGBOMOSO SOUTH/ORI IRE,304,OYO North,90,South-West,6,
655,660,Oyo East,31,30,OYO,Oyo East_OYO,Eyowo,1,AFIJIO/OYO EAST/OYO WEST/ATIBA,294,OYO Central,89,South-West,6,
656,661,Oyo West,31,30,OYO,Oyo West_OYO,Eyowo,1,AFIJIO/OYO EAST/OYO WEST/ATIBA,294,OYO Central,89,South-West,6,
657,662,Saki East,31,30,OYO,Saki East_OYO,Eyowo,1,SAKI EAST/SAKI WEST/ATISBO,307,OYO North,90,South-West,6,
658,663,Saki West,31,30,OYO,Saki West_OYO,Eyowo,1,SAKI EAST/SAKI WEST/ATISBO,307,OYO North,90,South-West,6,
659,664,Surulere,31,30,OYO,Surulere_OYO,Eyowo,1,OGO-OLUWA/SURULERE,305,OYO Central,89,South-West,6,
660,665,Barkin Ladi,32,31,PLATEAU,Barkin Ladi_PLATEAU,Eyowo,1,BARKIN LADI/RIYOM,308,PLATEAU North,93,North-Central,1,
661,666,Bassa,32,31,PLATEAU,Bassa_PLATEAU,Eyowo,1,JOS NORTH/BASSA,310,PLATEAU North,93,North-Central,1,
662,667,Bokkos,32,31,PLATEAU,Bokkos_PLATEAU,Eyowo,1,BOKKOS/MANGU,309,PLATEAU Central,92,North-Central,1,
663,668,Jos East,32,31,PLATEAU,Jos East_PLATEAU,Eyowo,1,JOS SOUTH/JOS EAST,311,PLATEAU North,93,North-Central,1,
664,669,Jos North,32,31,PLATEAU,Jos North_PLATEAU,Eyowo,1,JOS NORTH/BASSA,310,PLATEAU North,93,North-Central,1,
665,670,Jos South,32,31,PLATEAU,Jos South_PLATEAU,Eyowo,1,JOS SOUTH/JOS EAST,311,PLATEAU North,93,North-Central,1,
666,671,Kanam,32,31,PLATEAU,Kanam_PLATEAU,Eyowo,1,KANKE/PANKSHIN/KANAM,312,PLATEAU Central,92,North-Central,1,
667,672,Kanke,32,31,PLATEAU,Kanke_PLATEAU,Eyowo,1,KANKE/PANKSHIN/KANAM,312,PLATEAU Central,92,North-Central,1,
668,673,Langtang North,32,31,PLATEAU,Langtang North_PLATEAU,Eyowo,1,LANGTANG NORTH/LANGTANG SOUTH,313,PLATEAU South,94,North-Central,1,
669,674,Langtang South,32,31,PLATEAU,Langtang South_PLATEAU,Eyowo,1,LANGTANG NORTH/LANGTANG SOUTH,313,PLATEAU South,94,North-Central,1,
670,675,Mangu,32,31,PLATEAU,Mangu_PLATEAU,Eyowo,1,BOKKOS/MANGU,309,PLATEAU Central,92,North-Central,1,
671,676,Mikang,32,31,PLATEAU,Mikang_PLATEAU,Eyowo,1,MIKANG/QUA'ANPAN/SHENDAM,314,PLATEAU South,94,North-Central,1,
672,677,Pankshin,32,31,PLATEAU,Pankshin_PLATEAU,Eyowo,1,KANKE/PANKSHIN/KANAM,312,PLATEAU Central,92,North-Central,1,
673,678,Qua'an Pan,32,31,PLATEAU,Qua'an Pan_PLATEAU,Eyowo,1,MIKANG/QUA'ANPAN/SHENDAM,314,PLATEAU South,94,North-Central,1,
674,679,Riyom,32,31,PLATEAU,Riyom_PLATEAU,Eyowo,1,BARKIN LADI/RIYOM,308,PLATEAU North,93,North-Central,1,
675,680,Shendam,32,31,PLATEAU,Shendam_PLATEAU,Eyowo,1,MIKANG/QUA'ANPAN/SHENDAM,314,PLATEAU South,94,North-Central,1,
676,681,Wase,32,31,PLATEAU,Wase_PLATEAU,Eyowo,1,WASE,315,PLATEAU South,94,North-Central,1,
677,682,Abua/Odual,33,32,RIVERS,Abua/Odual_RIVERS,Aku,2,ABUA-ODUAL/AHAODA EAST,316,RIVERS West,97,South-South,5,
678,683,Ahoada East,33,32,RIVERS,Ahoada East_RIVERS,Aku,2,ABUA-ODUAL/AHAODA EAST,316,RIVERS West,97,South-South,5,
679,684,Ahoada West,33,32,RIVERS,Ahoada West_RIVERS,Aku,2,AHOADA WEST/OGBA-EGBEMA-NDONI,317,RIVERS West,97,South-South,5,
680,685,Akuku-Toru,33,32,RIVERS,Akuku-Toru_RIVERS,Aku,2,AKUKU-TORU/ASARI-TORU,318,RIVERS West,97,South-South,5,
681,686,Andoni,33,32,RIVERS,Andoni_RIVERS,Aku,2,OPOBO/NKORO/ANDONI,326,RIVERS South-East,96,South-South,5,
682,687,Asari-Toru,33,32,RIVERS,Asari-Toru_RIVERS,Aku,2,AKUKU-TORU/ASARI-TORU,318,RIVERS West,97,South-South,5,
683,688,Bonny,33,32,RIVERS,Bonny_RIVERS,Aku,2,DEGEMA/BONNY,319,RIVERS West,97,South-South,5,
684,689,Degema,33,32,RIVERS,Degema_RIVERS,Aku,2,DEGEMA/BONNY,319,RIVERS West,97,South-South,5,
686,690,Eleme,33,32,RIVERS,Eleme_RIVERS,Aku,2,ELEME/TAI/OYIGBO,320,RIVERS South-East,96,South-South,5,
685,691,Emuoha,33,32,RIVERS,Emuoha_RIVERS,Eyowo,1,EMUOHA/IKWERRE,321,RIVERS East,95,South-South,5,
687,692,Etche,33,32,RIVERS,Etche_RIVERS,Eyowo,1,ETCHE/OMUMA,322,RIVERS East,95,South-South,5,
688,693,Gokana,33,32,RIVERS,Gokana_RIVERS,Aku,2,KHANA/GOKANA,323,RIVERS South-East,96,South-South,5,
689,694,Ikwerre,33,32,RIVERS,Ikwerre_RIVERS,Eyowo,1,EMUOHA/IKWERRE,321,RIVERS East,95,South-South,5,
690,695,Khana,33,32,RIVERS,Khana_RIVERS,Aku,2,KHANA/GOKANA,323,RIVERS South-East,96,South-South,5,
691,696,Obio/Akpor,33,32,RIVERS,Obio/Akpor_RIVERS,Eyowo,1,OBIO AKPOR,324,RIVERS East,95,South-South,5,
692,697,Ogba/Egbema/Ndoni,33,32,RIVERS,Ogba/Egbema/Ndoni_RIVERS,Aku,2,AHOADA WEST/OGBA-EGBEMA-NDONI,317,RIVERS West,97,South-South,5,
693,698,Ogu/Bolo,33,32,RIVERS,Ogu/Bolo_RIVERS,Eyowo,1,OKRIKA/OGU-BOLO,325,RIVERS East,95,South-South,5,
694,699,Okrika,33,32,RIVERS,Okrika_RIVERS,Eyowo,1,OKRIKA/OGU-BOLO,325,RIVERS East,95,South-South,5,
695,700,Omuma,33,32,RIVERS,Omuma_RIVERS,Eyowo,1,ETCHE/OMUMA,322,RIVERS East,95,South-South,5,
696,701,Opobo/Nkoro,33,32,RIVERS,Opobo/Nkoro_RIVERS,Aku,2,OPOBO/NKORO/ANDONI,326,RIVERS South-East,96,South-South,5,
697,702,Oyigbo,33,32,RIVERS,Oyigbo_RIVERS,Aku,2,ELEME/TAI/OYIGBO,320,RIVERS South-East,96,South-South,5,
698,703,Port Harcourt,33,32,RIVERS,Port Harcourt_RIVERS,Eyowo,1,PORT HARCOURT 1 & 2,327,RIVERS East,95,South-South,5,
699,704,Tai,33,32,RIVERS,Tai_RIVERS,Aku,2,ELEME/TAI/OYIGBO,320,RIVERS South-East,96,South-South,5,
700,705,Binji,34,33,SOKOTO,Binji_SOKOTO,Aku,2,BINJI/SILAME,328,SOKOTO North,99,North-West,3,
701,706,Bodinga,34,33,SOKOTO,Bodinga_SOKOTO,Aku,2,DANGE-SHUNI/BODINGA/TURETA,329,SOKOTO South,100,North-West,3,
702,707,Dange Shuni,34,33,SOKOTO,Dange Shuni_SOKOTO,Aku,2,DANGE-SHUNI/BODINGA/TURETA,329,SOKOTO South,100,North-West,3,
703,708,Gada,34,33,SOKOTO,Gada_SOKOTO,Aku,2,GORONYO/GADA,330,SOKOTO East,98,North-West,3,
704,709,Goronyo,34,33,SOKOTO,Goronyo_SOKOTO,Aku,2,GORONYO/GADA,330,SOKOTO East,98,North-West,3,
705,710,Gudu,34,33,SOKOTO,Gudu_SOKOTO,Aku,2,TANGAZA/GUDU,336,SOKOTO North,99,North-West,3,
706,711,Gwadabawa,34,33,SOKOTO,Gwadabawa_SOKOTO,Aku,2,ILLELA/GWADABAWA,331,SOKOTO East,98,North-West,3,
707,712,Illela,34,33,SOKOTO,Illela_SOKOTO,Aku,2,ILLELA/GWADABAWA,331,SOKOTO East,98,North-West,3,
708,713,Isa,34,33,SOKOTO,Isa_SOKOTO,Aku,2,ISA/SABON BIRNIN,332,SOKOTO East,98,North-West,3,
710,714,Kebbe,34,33,SOKOTO,Kebbe_SOKOTO,Aku,2,KEBBE/TAMBUWAL,333,SOKOTO South,100,North-West,3,
709,715,Kware,34,33,SOKOTO,Kware_SOKOTO,Aku,2,KWARE/WAMAKKO,334,SOKOTO North,99,North-West,3,
711,716,Rabah,34,33,SOKOTO,Rabah_SOKOTO,Aku,2,WURNO/RABAH,337,SOKOTO East,98,North-West,3,
712,717,Sabon Birni,34,33,SOKOTO,Sabon Birni_SOKOTO,Aku,2,ISA/SABON BIRNIN,332,SOKOTO East,98,North-West,3,
713,718,Shagari,34,33,SOKOTO,Shagari_SOKOTO,Aku,2,YABO/SHAGARI,338,SOKOTO South,100,North-West,3,
714,719,Silame,34,33,SOKOTO,Silame_SOKOTO,Aku,2,BINJI/SILAME,328,SOKOTO North,99,North-West,3,
715,720,Sokoto North,34,33,SOKOTO,Sokoto North_SOKOTO,Aku,2,SOKOTO NORTH/SOKOTO SOUTH,335,SOKOTO North,99,North-West,3,
716,721,Sokoto South,34,33,SOKOTO,Sokoto South_SOKOTO,Aku,2,SOKOTO NORTH/SOKOTO SOUTH,335,SOKOTO North,99,North-West,3,
717,722,Tambuwal,34,33,SOKOTO,Tambuwal_SOKOTO,Aku,2,KEBBE/TAMBUWAL,333,SOKOTO South,100,North-West,3,
718,723,Tangaza,34,33,SOKOTO,Tangaza_SOKOTO,Aku,2,TANGAZA/GUDU,336,SOKOTO North,99,North-West,3,
719,724,Tureta,34,33,SOKOTO,Tureta_SOKOTO,Aku,2,DANGE-SHUNI/BODINGA/TURETA,329,SOKOTO South,100,North-West,3,
720,725,Wamako,34,33,SOKOTO,Wamako_SOKOTO,Aku,2,KWARE/WAMAKKO,334,SOKOTO North,99,North-West,3,
721,726,Wurno,34,33,SOKOTO,Wurno_SOKOTO,Aku,2,WURNO/RABAH,337,SOKOTO East,98,North-West,3,
722,727,Yabo,34,33,SOKOTO,Yabo_SOKOTO,Aku,2,YABO/SHAGARI,338,SOKOTO South,100,North-West,3,
723,728,Ardo Kola,35,34,TARABA,Ardo Kola_TARABA,Aku,2,KARIM LAMIDO/LAU/ARDO-KOLA,342,TARABA North,102,North-East,2,
724,729,Bali,35,34,TARABA,Bali_TARABA,Aku,2,BALI/GASSOL,339,TARABA Central,101,North-East,2,
725,730,Donga,35,34,TARABA,Donga_TARABA,Aku,2,TAKUM/DONGA/USSA,344,TARABA South,103,North-East,2,
726,731,Gashaka,35,34,TARABA,Gashaka_TARABA,Aku,2,SARDAUNA/KURMI/GASHAKA,343,TARABA Central,101,North-East,2,
727,732,Gassol,35,34,TARABA,Gassol_TARABA,Aku,2,BALI/GASSOL,339,TARABA Central,101,North-East,2,
728,733,Ibi,35,34,TARABA,Ibi_TARABA,Aku,2,IBI/WUKARI,340,TARABA South,103,North-East,2,
729,734,Jalingo,35,34,TARABA,Jalingo_TARABA,Aku,2,JALINGO/YORRO/ZING,341,TARABA North,102,North-East,2,
730,735,Karim Lamido,35,34,TARABA,Karim Lamido_TARABA,Aku,2,KARIM LAMIDO/LAU/ARDO-KOLA,342,TARABA North,102,North-East,2,
731,736,Kumi,35,34,TARABA,Kumi_TARABA,Aku,2,SARDAUNA/KURMI/GASHAKA,343,TARABA Central,101,North-East,2,
732,737,Lau,35,34,TARABA,Lau_TARABA,Aku,2,KARIM LAMIDO/LAU/ARDO-KOLA,342,TARABA North,102,North-East,2,
733,738,Sardauna,35,34,TARABA,Sardauna_TARABA,Aku,2,SARDAUNA/KURMI/GASHAKA,343,TARABA Central,101,North-East,2,
734,739,Takum,35,34,TARABA,Takum_TARABA,Aku,2,TAKUM/DONGA/USSA,344,TARABA South,103,North-East,2,
735,740,Ussa,35,34,TARABA,Ussa_TARABA,Aku,2,TAKUM/DONGA/USSA,344,TARABA South,103,North-East,2,
736,741,Wukari,35,34,TARABA,Wukari_TARABA,Aku,2,IBI/WUKARI,340,TARABA South,103,North-East,2,
737,742,Yorro,35,34,TARABA,Yorro_TARABA,Aku,2,JALINGO/YORRO/ZING,341,TARABA North,102,North-East,2,
738,743,Zing,35,34,TARABA,Zing_TARABA,Aku,2,JALINGO/YORRO/ZING,341,TARABA North,102,North-East,2,
739,744,Bade,36,35,YOBE,Bade_YOBE,Aku,2,BADE/JAKUSKO,345,YOBE North,105,North-East,2,
740,745,Bursari,36,35,YOBE,Bursari_YOBE,Aku,2,BURSARI/GEIDAM/YUNUSARI,346,YOBE East,104,North-East,2,
741,746,Damaturu,36,35,YOBE,Damaturu_YOBE,Aku,2,DAMATURU/GUJBA/GULANI/TARMUWA,347,YOBE South,106,North-East,2,
742,747,Fika,36,35,YOBE,Fika_YOBE,Aku,2,FIKA/FUNE,348,YOBE South,106,North-East,2,
743,748,Fune,36,35,YOBE,Fune_YOBE,Aku,2,FIKA/FUNE,348,YOBE South,106,North-East,2,
744,749,Geidam,36,35,YOBE,Geidam_YOBE,Aku,2,BURSARI/GEIDAM/YUNUSARI,346,YOBE East,104,North-East,2,
745,750,Gujba,36,35,YOBE,Gujba_YOBE,Aku,2,DAMATURU/GUJBA/GULANI/TARMUWA,347,YOBE East,104,North-East,2,
746,751,Gulani,36,35,YOBE,Gulani_YOBE,Aku,2,DAMATURU/GUJBA/GULANI/TARMUWA,347,YOBE East,104,North-East,2,
747,752,Jakusko,36,35,YOBE,Jakusko_YOBE,Aku,2,BADE/JAKUSKO,345,YOBE North,105,North-East,2,
748,753,Karasuwa,36,35,YOBE,Karasuwa_YOBE,Aku,2,MACHINA/NGURU/YUSUFARI/KARASUWA,349,YOBE North,105,North-East,2,
750,754,Machina,36,35,YOBE,Machina_YOBE,Aku,2,MACHINA/NGURU/YUSUFARI/KARASUWA,349,YOBE North,105,North-East,2,
751,755,Nangere,36,35,YOBE,Nangere_YOBE,Aku,2,NANGERE/POTISKUM,350,YOBE South,106,North-East,2,
752,756,Nguru,36,35,YOBE,Nguru_YOBE,Aku,2,MACHINA/NGURU/YUSUFARI/KARASUWA,349,YOBE North,105,North-East,2,
782,757,Potiskum,36,35,YOBE,Potiskum_YOBE,Aku,2,NANGERE/POTISKUM,350,YOBE South,106,North-East,2,
753,758,Tarmuwa,36,35,YOBE,Tarmuwa_YOBE,Aku,2,DAMATURU/GUJBA/GULANI/TARMUWA,347,YOBE East,104,North-East,2,
754,759,Yunusari,36,35,YOBE,Yunusari_YOBE,Aku,2,BURSARI/GEIDAM/YUNUSARI,346,YOBE East,104,North-East,2,
755,760,Yusufari,36,35,YOBE,Yusufari_YOBE,Aku,2,MACHINA/NGURU/YUSUFARI/KARASUWA,349,YOBE North,105,North-East,2,
756,761,Anka,37,36,ZAMFARA,Anka_ZAMFARA,Aku,2,ANKA/TALATA MARAFA,351,ZAMFARA West,109,North-West,3,
757,762,Bakura,37,36,ZAMFARA,Bakura_ZAMFARA,Aku,2,BAKURA/MARADUN,352,ZAMFARA West,109,North-West,3,
758,763,Birnin Magaji/Kiyaw,37,36,ZAMFARA,Birnin Magaji/Kiyaw_ZAMFARA,Aku,2,KAURA-NAMODA/BIRNIN MAGAJI,356,ZAMFARA North,108,North-West,3,
759,764,Bukkuyum,37,36,ZAMFARA,Bukkuyum_ZAMFARA,Aku,2,GUMMI/BUKKUYUM,355,ZAMFARA West,109,North-West,3,
760,765,Bungudu,37,36,ZAMFARA,Bungudu_ZAMFARA,Aku,2,BUNGUDU/MARU,353,ZAMFARA Central,107,North-West,3,
761,766,Gummi,37,36,ZAMFARA,Gummi_ZAMFARA,Aku,2,GUMMI/BUKKUYUM,355,ZAMFARA West,109,North-West,3,
762,767,Gusau,37,36,ZAMFARA,Gusau_ZAMFARA,Aku,2,GASAU/TSAFE,354,ZAMFARA Central,107,North-West,3,
763,768,Kaura Namoda,37,36,ZAMFARA,Kaura Namoda_ZAMFARA,Aku,2,KAURA-NAMODA/BIRNIN MAGAJI,356,ZAMFARA North,108,North-West,3,
765,769,Maradun,37,36,ZAMFARA,Maradun_ZAMFARA,Aku,2,BAKURA/MARADUN,352,ZAMFARA West,109,North-West,3,
766,770,Maru,37,36,ZAMFARA,Maru_ZAMFARA,Aku,2,BUNGUDU/MARU,353,ZAMFARA Central,107,North-West,3,
767,771,Shinkafi,37,36,ZAMFARA,Shinkafi_ZAMFARA,Aku,2,SHINKAFI/ZURMI,357,ZAMFARA North,108,North-West,3,
768,772,Talata Mafara,37,36,ZAMFARA,Talata Mafara_ZAMFARA,Aku,2,ANKA/TALATA MARAFA,351,ZAMFARA North,108,North-West,3,
769,773,Tsafe,37,36,ZAMFARA,Tsafe_ZAMFARA,Aku,2,GASAU/TSAFE,354,ZAMFARA Central,107,North-West,3,
770,774,Zurmi,37,36,ZAMFARA,Zurmi_ZAMFARA,Aku,2,SHINKAFI/ZURMI,357,ZAMFARA North,108,North-West,3,